employed,log_bank_balance,log_annual_salary,balance_to_salary,employed_x_log_salary,DEFAULT,PD,pred_fixed_0_5,pred_topK,risk_band
1,8.441658971885865,13.216428273073204,0.0084382258819592,13.216428273073204,0,0.0007493139309309235,0,0,Standard
1,8.753137660263429,12.968043776644066,0.0147714094561552,12.968043776644066,0,0.004034178070867236,0,0,Standard
1,9.828929940848164,13.327660235655255,0.0302341699832571,13.327660235655255,0,0.8231253520393339,1,1,High
1,0.0,13.24736325997326,0.0,13.24736325997326,0,9.657993968827793e-26,0,0,Standard
1,0.0,13.414100317756334,0.0,13.414100317756334,0,1.1576012479665434e-25,0,0,Standard
1,9.34719722910928,13.253818145335549,0.0201066157577685,13.253818145335549,0,0.1716714880007524,0,0,Standard
0,9.10623684375631,12.221891662501836,0.0443447534981895,0.0,0,0.014827955988729342,0,0,Standard
0,9.620461291620542,11.894889643485037,0.1028495656689255,0.0,0,0.34679775751518493,0,0,Review
1,9.191944195164671,12.973470345226394,0.0227856189281684,12.973470345226394,0,0.059464949339046,0,0,Standard
0,9.777552378309323,11.820778038220904,0.129603560598443,0.0,0,0.6525059190122712,1,0,Review
1,8.289449073706459,13.239694755523246,0.0070799028893098,13.239694755523246,0,0.0003037855490408222,0,0,Standard
1,9.768789765652503,13.334411748215029,0.0282778186231922,13.334411748215029,1,0.760531927171182,1,1,High
0,9.648027399745375,12.364757715170237,0.0660865122284493,0.0,0,0.39282080576963324,0,0,Review
0,9.051738466794662,11.933153332004313,0.0560491950855364,0.0,0,0.008886742788256859,0,0,Standard
1,9.08396502793656,12.89641960913959,0.0220914294928646,12.89641960913959,0,0.029334202849731036,0,0,Standard
1,8.28188596160112,13.2666487085959,0.0068396815378459,13.2666487085959,0,0.0002978925967979247,0,0,Standard
1,9.600970652810812,12.949975866182422,0.0351169800840006,12.949975866182422,0,0.4616713647537171,0,0,Review
1,9.226764750390323,12.74394027599518,0.0296803228972452,12.74394027599518,0,0.06335349045933328,0,0,Standard
1,9.183807467086204,13.40217425310491,0.0147211805536657,13.40217425310491,0,0.07786580044161508,0,0,Standard
0,9.897636468279352,12.12439762302202,0.1078724224320678,0.0,0,0.8020805541472545,1,1,High
0,9.829130318550028,12.05601969187686,0.1078582488223536,0.0,0,0.7111913392602262,1,1,High
0,8.866389842496561,11.960781895559116,0.0452964451124129,0.0,0,0.0025911515294419906,0,0,Standard
0,9.280672080154517,12.106883933936135,0.0592316326084392,0.0,0,0.04429304797160243,0,0,Standard
1,0.0,12.920977110426382,0.0,12.920977110426382,0,6.774654532778642e-26,0,0,Standard
1,9.16981000159614,13.33871495539918,0.0154676043432623,13.33871495539918,0,0.06835613009123692,0,0,Standard
0,9.015205878981185,11.907284596056682,0.0554544380861779,0.0,0,0.006858790009456154,0,0,Standard
1,9.626027721161298,13.620650967500316,0.018413190024366,13.620650967500316,0,0.6128706803530507,1,0,Review
1,9.131561199039648,13.301816290237443,0.0154466732548831,13.301816290237443,0,0.05312281689416921,0,0,Standard
1,9.559094025166903,12.95154155645605,0.0336239819563634,12.95154155645605,0,0.39528798436981183,0,0,Review
0,8.753497755408247,12.272986343700204,0.0296100386252053,0.0,0,0.001554669475765577,0,0,Standard
1,8.57525075645412,13.061593320012651,0.0112596563622962,13.061593320012651,0,0.0014671000296926618,0,0,Standard
1,9.31150971693554,13.03917270675714,0.0240468516769573,13.03917270675714,0,0.12377169185161942,0,0,Standard
0,9.259637074500064,12.076232489046324,0.0598038693245556,0.0,0,0.038121388860051245,0,0,Standard
1,9.42532593722722,13.586925025897152,0.0155813827572284,13.586925025897152,0,0.30615890570129534,0,0,Standard
1,9.43842211034969,13.101896145307297,0.0256412831664929,13.101896145307297,0,0.24833992582443767,0,0,Standard
0,9.670137087454169,12.544286792715326,0.0564607663324053,0.0,0,0.44501501354018747,0,0,Review
0,9.033975439219883,12.67990618131194,0.0260940770468427,0.0,0,0.01318485125908611,0,0,Standard
1,8.832406769813952,13.243258224128384,0.0121430824220917,13.243258224128384,0,0.008332413769254848,0,0,Standard
1,9.221426691013743,12.916018337702797,0.0248552050228435,12.916018337702797,0,0.0681813237565498,0,0,Standard
1,0.0,13.248244591895013,0.0,13.248244591895013,0,9.667246028502472e-26,0,0,Standard
1,9.23068794879961,13.18921961057113,0.0190892910015805,13.18921961057113,0,0.08671501411821758,0,0,Standard
0,9.355243856549633,11.942075328357673,0.0752520994944337,0.0,0,0.06982416963796864,0,0,Standard
1,9.520539032657082,13.13389550606041,0.0269592765054791,13.13389550606041,0,0.36297319233806136,0,0,Review
0,10.058218635325566,12.09679803534422,0.1302087098060947,0.0,0,0.9354946865609401,1,1,High
0,9.759125144226513,11.961404339909924,0.1105452238124285,0.0,0,0.5992858019881226,1,0,Review
1,7.39545146775879,13.079684242799802,0.0033970600390224,13.079684242799802,0,1.1700696646877773e-06,0,0,Standard
1,8.5345536232931,12.997701335544862,0.0115237860916916,12.997701335544862,0,0.0010788960957446127,0,0,Standard
1,8.188233465091688,12.757113141955234,0.010366718607461,12.757113141955234,0,0.00010367091887542149,0,0,Standard
0,9.03830334760957,12.260989337476996,0.0398433391301187,0.0,0,0.009744945120555631,0,0,Standard
1,8.131389524167329,13.062956583734078,0.0072130806840672,13.062956583734078,0,9.797903886095492e-05,0,0,Standard
0,9.698625864899933,11.826505374656806,0.1190831165687645,0.0,0,0.5000989880691907,1,0,Review
0,9.676293308231228,11.792463867573574,0.1204855134467117,0.0,0,0.46130109859013024,0,0,Review
0,9.33771283728512,12.112594147172686,0.0623517297672276,0.0,0,0.06448061677610628,0,0,Standard
1,8.982576161841248,13.36488279829993,0.0124949507789217,13.36488279829993,0,0.023052437628779152,0,0,Standard
1,7.237835702850535,13.253811200905472,0.0024377181325277,13.253811200905472,0,5.443283886395398e-07,0,0,Standard
1,9.170234787439668,13.022744303635616,0.0212242389404557,13.022744303635616,0,0.054081689505152006,0,0,Standard
1,8.946598759400127,13.351834578847948,0.0122116554667028,13.351834578847948,0,0.018347946280996303,0,0,Standard
1,9.261827847509354,12.703395556599482,0.0320115131686975,12.703395556599482,0,0.0764414667140368,0,0,Standard
0,9.716319068344507,12.136872609729034,0.0888675272066742,0.0,0,0.5084504622924902,1,0,Review
1,9.106942373765056,13.322727844165074,0.0147591103952543,13.322727844165074,0,0.04673264395739627,0,0,Standard
1,0.0,13.078871655664967,0.0,13.078871655664967,0,8.042425014640758e-26,0,0,Standard
1,9.506689774369518,12.78090825078126,0.0378437280613928,12.78090825078126,0,0.29820433527805046,0,0,Standard
0,9.66431624014472,12.741977187748622,0.0460640926527061,0.0,0,0.4598290315190549,0,0,Review
1,8.448854391691992,12.509801920135171,0.017229056197031,12.509801920135171,0,0.0004174228741368666,0,0,Standard
1,9.243898931503448,13.453617279312372,0.0148491357175402,13.453617279312372,0,0.11347753232229829,0,0,Standard
1,9.46914446037711,13.052736047548368,0.0277736751668761,13.052736047548368,0,0.28009340642163577,0,0,Standard
1,10.031021999372484,12.852813937275846,0.0594967652607196,12.852813937275846,1,0.9364452258296494,1,1,High
1,8.30671904320269,13.415391494261485,0.0060426184536733,13.415391494261485,0,0.00040084162376463395,0,0,Standard
1,9.525822419285642,13.212145286257073,0.025062214009171,13.212145286257073,0,0.38317908075724005,0,0,Review
0,9.226776554837848,12.013076072962352,0.0616432324964177,0.0,0,0.029955703837820057,0,0,Standard
0,9.84712247098371,12.590092369756125,0.0643756776295705,0.0,0,0.7348680937490999,1,1,High
0,8.48491790286445,12.372794828966375,0.0204846536501382,0.0,0,0.00030983007280854,0,0,Standard
0,8.824566120212175,12.62735138972575,0.0223053420687917,0.0,0,0.0033603899931130958,0,0,Standard
0,10.09068387499626,12.638942133217247,0.0782147930490961,0.0,1,0.940163969912982,1,1,High
1,9.346286347148595,13.30746453419511,0.0190390372062995,13.30746453419511,0,0.17684000533176372,0,0,Standard
1,9.44906431615335,13.21069845125392,0.0232439343183197,13.21069845125392,0,0.276100391812734,0,0,Standard
1,8.428947598549986,12.73429235131564,0.0134933233893824,12.73429235131564,0,0.0004458966102510201,0,0,Standard
1,9.161074494673198,12.963767003440225,0.0223083279286799,12.963767003440225,0,0.049119788286455066,0,0,Standard
1,9.468690436466652,13.389391334546882,0.0198256920873821,13.389391334546882,0,0.330258277258678,0,0,Standard
0,9.663591966134192,12.446159367238597,0.0618757444816331,0.0,0,0.4248972597330568,0,0,Review
1,6.132529987386585,13.008611306482283,0.001029942277517,13.008611306482283,0,5.623373557769837e-10,0,0,Standard
1,9.11334918006237,12.990357768750638,0.0207104578199218,12.990357768750638,0,0.037543976672585404,0,0,Standard
1,6.527138868843363,13.422381803179462,0.0010111108404701,13.422381803179462,0,9.25390236036032e-09,0,0,Standard
1,9.566475170062406,12.804336675096012,0.0392450955587977,12.804336675096012,0,0.38890374828553914,0,0,Review
1,9.6834441906647,13.334390974790669,0.0259649565597243,13.334390974790669,0,0.6480133553046278,1,0,Review
0,9.620262200801289,12.208256459272212,0.0751660478165026,0.0,0,0.34023278836577214,0,0,Review
1,9.584895311825584,13.148678010393448,0.0283295595496519,13.148678010393448,0,0.4647608855043988,0,0,Review
1,8.24998280343771,13.30606604668987,0.006368808496751,13.30606604668987,0,0.0002551933218035364,0,0,Standard
1,8.302474054861923,13.04581040019879,0.0087073993073359,13.04581040019879,0,0.0002729094767398064,0,0,Standard
1,9.324996746941649,12.828051160707998,0.030102685239798,12.828051160707998,0,0.11814300980402433,0,0,Standard
1,9.185112816329283,13.147361504296065,0.0190183819312614,13.147361504296065,0,0.06460949982932106,0,0,Standard
1,9.562204964704748,13.028616055700814,0.031226779517607,13.028616055700814,0,0.41074493354775177,0,0,Review
0,9.945220492020004,11.360280917023376,0.2429021155959147,0.0,0,0.9438565093627043,1,1,High
1,7.030362216448434,12.984590499528146,0.0025925560696717,12.984590499528146,0,1.1829599718054326e-07,0,0,Standard
1,9.387401450015116,12.889242921883882,0.0301393779956209,12.889242921883882,0,0.17204490333854253,0,0,Standard
1,0.0,12.474998565939496,0.0,12.474998565939496,0,4.173109030432751e-26,0,0,Standard
1,9.399193882369431,13.189584995814975,0.0225849383927796,13.189584995814975,0,0.2150995898361913,0,0,Standard
1,8.290051658814729,13.25926934972455,0.0069468498593447,13.25926934972455,0,0.0003107727462146694,0,0,Standard
1,9.359336073418488,12.540202999225816,0.0415461879909805,12.540202999225816,0,0.12600826066797088,0,0,Standard
1,7.369550309677984,12.683990623532324,0.0049169465375075,12.683990623532324,0,6.682664493986716e-07,0,0,Standard
1,9.186649957017954,12.825851826243191,0.0262706854933348,12.825851826243191,0,0.05226691122123155,0,0,Standard
0,0.0,12.164395493800532,0.0,0.0,0,1.8744242020215234e-26,0,0,Standard
1,8.756543894436183,13.051460797870906,0.013635587218318,13.051460797870906,0,0.004425214796962729,0,0,Standard
1,9.095795587520266,13.10488292058204,0.0181479542093015,13.10488292058204,0,0.03679877110447105,0,0,Standard
1,5.809342970316694,13.211275460240948,0.0006082439229405,13.211275460240948,0,1.0146695063456302e-10,0,0,Standard
1,9.655028757336906,13.181717507782318,0.0294002832552368,13.181717507782318,0,0.5816647718980986,1,0,Review
1,9.294633725150112,12.691267304591118,0.0334828329104919,12.691267304591118,0,0.09228417018623478,0,0,Standard
1,9.765096370239952,13.373401589763352,0.027096218856517,13.373401589763352,0,0.7608248545037869,1,1,High
1,9.419939814546265,13.27542445811973,0.0211616643076364,13.27542445811973,0,0.2497122278504399,0,0,Standard
1,9.438890083636002,13.105619497766307,0.0255579475447428,13.105619497766307,0,0.2493702595557323,0,0,Standard
1,9.76607434971146,12.759582630933702,0.0501085927647138,12.759582630933702,0,0.7029056218687463,1,0,Review
0,9.567138908277064,12.402851851687462,0.0586728118684136,0.0,0,0.271882793095868,0,0,Standard
1,10.012691672075674,12.962906859815154,0.0523262212946805,12.962906859815154,1,0.9300092677812807,1,1,High
0,9.534685080798647,11.934224026425731,0.0907538224216715,0.0,0,0.2167803399167843,0,0,Standard
1,9.20835840918487,13.01360812837614,0.0222514591482635,13.01360812837614,0,0.06735072434295068,0,0,Standard
1,9.31230111495065,12.937171561354502,0.0266502072922268,12.937171561354502,0,0.1169127137578698,0,0,Standard
0,8.636667240946846,12.02778103757335,0.033665378500655,0.0,0,0.0005996624640780963,0,0,Standard
1,8.648038981035144,13.113255950407872,0.0115002047769336,13.113255950407872,0,0.0024013666904611508,0,0,Standard
0,9.78831460762738,11.724897405572523,0.1441889317979275,0.0,0,0.6899195874937433,1,0,Review
0,9.33443235320596,12.387292262077588,0.0472197013798754,0.0,0,0.07083961208682063,0,0,Standard
1,9.97462239503106,12.704192896798611,0.0652444671309293,12.704192896798611,0,0.9075269372868021,1,1,High
1,8.976575614822497,12.47618771780813,0.0302053979886577,12.47618771780813,0,0.01135123227036519,0,0,Standard
0,9.670000693163322,12.572074141654191,0.0549059733178432,0.0,0,0.4477300212519175,0,0,Review
0,8.728011498000498,12.33366149114604,0.0271654973836367,0.0,0,0.001391516403849459,0,0,Standard
1,9.611438625907065,13.082443309359414,0.0310837668389032,13.082443309359414,0,0.49717668389762837,0,0,Review
1,9.338093100234488,13.112018533541136,0.0229597769229519,13.112018533541136,0,0.14970981154152213,0,0,Standard
0,8.768617835845342,11.792345903916528,0.0486124282075318,0.0,0,0.0012243837689736568,0,0,Standard
1,9.011259966887271,12.88995958207225,0.0206752255798461,12.88995958207225,0,0.018670620846820217,0,0,Standard
1,9.567096912585816,13.044712792987866,0.0308788524642464,13.044712792987866,0,0.42073269019312093,0,0,Review
1,7.627057417018934,13.14801272242414,0.0040000814051654,13.14801272242414,0,5.058103352648573e-06,0,0,Standard
0,9.606242567508358,12.683093595686271,0.0461012490704492,0.0,0,0.3580669702777729,0,0,Review
1,9.429228481728776,12.977143274334294,0.0287823529509709,12.977143274334294,0,0.22304933191135837,0,0,Standard
0,8.626779167230081,12.34346552301628,0.0243101515958962,0.0,0,0.0007374053004780696,0,0,Standard
1,7.311485549796584,13.570292446467754,0.0019122520148802,13.570292446467754,0,1.180780687062571e-06,0,0,Standard
1,8.988121393113108,13.192253105262012,0.0149319100871632,13.192253105262012,0,0.020582544038893466,0,0,Standard
1,9.498051444007473,13.310698085578403,0.0220880180861477,13.310698085578403,0,0.3585491376835613,0,0,Review
1,9.525866184557906,12.911361516536292,0.0338584796167447,12.911361516536292,0,0.3400491983216542,0,0,Review
1,9.142806435725475,13.182684819148683,0.0175977629016481,13.182684819148683,0,0.051717225771674966,0,0,Standard
1,9.7377422474109,13.258172683612608,0.0295850028788398,13.258172683612608,0,0.7126914698848286,1,1,High
1,9.378728643139665,13.344088002518722,0.0189596496018027,13.344088002518722,0,0.2131481197773975,0,0,Standard
1,9.617295036810356,12.880685827743832,0.038256002083057,12.880685827743832,0,0.4795542311979166,0,0,Review
1,7.4895462276691775,12.901174215027275,0.0044618823742172,12.901174215027275,0,1.7172439406254453e-06,0,0,Standard
1,8.627316745774293,13.16497801697588,0.0106965019087836,13.16497801697588,0,0.00221706508499298,0,0,Standard
1,9.423398031249222,13.1067749060665,0.0251359632978321,13.1067749060665,0,0.23152352506451285,0,0,Standard
1,9.783489315131058,12.84313898440188,0.0469016041077138,12.84313898440188,1,0.7320127829260811,1,1,High
1,9.1557785839835,12.970569411676871,0.0220400480802671,12.970569411676871,0,0.04780911300606919,0,0,Standard
0,9.157424709629566,12.037881187029807,0.0561035605138271,0.0,0,0.01896137327305386,0,0,Standard
0,9.5092739086379,12.1704243277672,0.0698629787768507,0.0,0,0.18886703276665037,0,0,Standard
1,9.7076137778752,13.084074754519916,0.0341661558779273,13.084074754519916,0,0.6485052825857615,1,0,Review
1,8.46781805618459,13.129613035017291,0.0094475187486225,13.129613035017291,0,0.0008097038694326284,0,0,Standard
1,9.01017577064901,12.818128201829202,0.0221909243257857,12.818128201829202,0,0.017594523670177935,0,0,Standard
1,8.31038548071785,13.197614809843802,0.0075404497245845,13.197614809843802,0,0.0003311733265434306,0,0,Standard
0,9.44754145161309,12.16530835767819,0.0660171590991473,0.0,0,0.1309068583861916,0,0,Standard
1,9.317176598237303,13.185202129753083,0.0208977553636693,13.185202129753083,0,0.14006896090723958,0,0,Standard
1,8.938190383107138,12.876813877090656,0.0194724969005687,12.876813877090656,0,0.011765650796173333,0,0,Standard
1,9.210676315540825,13.09461537786951,0.0205676263148557,13.09461537786951,0,0.07222504556510852,0,0,Standard
0,9.689288876278724,12.31144854106973,0.0726416296590693,0.0,0,0.46118607670016776,0,0,Review
1,8.796611210449557,13.207024989190096,0.0121483344939928,13.207024989190096,0,0.006484588589298457,0,0,Standard
1,8.691065823016585,12.605339115045204,0.0199517577276786,12.605339115045204,0,0.002044243170414565,0,0,Standard
1,8.97943678935051,12.511071611340956,0.0292534688821161,12.511071611340956,0,0.011807259936483731,0,0,Standard
1,7.399642701727877,12.43411792372818,0.0065056587767641,12.43411792372818,0,6.24989920727718e-07,0,0,Standard
1,8.659262036062419,12.654002941376854,0.0184090803663951,12.654002941376854,0,0.0017405739011886788,0,0,Standard
1,7.927122319698943,12.88305578908821,0.007038981327964,12.88305578908821,0,2.3793050805674054e-05,0,0,Standard
1,7.024506671566642,13.152252921061406,0.002179555088447,13.152252921061406,0,1.361695095541817e-07,0,0,Standard
0,8.717164733436661,12.513430572536928,0.0224508696943263,0.0,0,0.0015322191658993887,0,0,Standard
0,9.362824521055025,12.201155375550032,0.058518537723932,0.0,0,0.07801025273493198,0,0,Standard
1,9.673608871066998,13.240156510787507,0.0282514982808676,13.240156510787507,0,0.6190689329485795,1,0,Review
1,9.323358294715788,12.861690010563354,0.0290592497720012,12.861690010563354,0,0.11921324913854785,0,0,Standard
1,0.0,12.840057334839637,0.0,12.840057334839637,0,6.204496275722038e-26,0,0,Standard
0,9.377389225856438,12.228228580056864,0.0577911815572445,0.0,0,0.08635963949634182,0,0,Standard
1,9.0713587250913,13.254428645793766,0.0152498885365053,13.254428645793766,0,0.03578061704221214,0,0,Standard
1,7.99390354679054,13.105097333458705,0.006026858859375,13.105097333458705,0,4.436719232171945e-05,0,0,Standard
1,9.442787708544328,12.56484494847302,0.0440630811381495,12.56484494847302,0,0.20217689223665122,0,0,Standard
0,9.31683144830938,12.36030452206089,0.0476649624548877,0.0,0,0.06255597765396345,0,0,Standard
0,9.416479361754568,12.312915162481389,0.0552154384527038,0.0,0,0.11347618838389024,0,0,Standard
1,9.03587745502371,13.129982517895948,0.0166687070652891,13.129982517895948,0,0.026133853190035305,0,0,Standard
0,9.4284183147322,12.03944174403965,0.0734538521240816,0.0,0,0.11363730296254876,0,0,Standard
1,8.256949876145,12.983796884194994,0.0088520678348863,12.983796884194994,0,0.00019497315525627025,0,0,Standard
1,0.0,13.109940613405742,0.0,13.109940613405742,0,8.31852606589541e-26,0,0,Standard
0,9.654467062594245,12.382317442830498,0.0653557190467207,0.0,0,0.4047655131779745,0,0,Review
1,9.122771748844666,13.105702716159197,0.0186289568047744,13.105702716159197,0,0.043292112215217615,0,0,Standard
0,9.18048716640223,11.672557892526722,0.0827306410463624,0.0,0,0.020516731987926595,0,0,Standard
1,9.180202762257904,12.934869844972408,0.0234058863411479,12.934869844972408,0,0.05400670670911454,0,0,Standard
0,9.003512985146909,12.424972163662511,0.0326608506523493,0.0,0,0.00877280704502735,0,0,Standard
0,9.291839249688554,12.031475180981882,0.0645882899296252,0.0,0,0.046572195916694384,0,0,Standard
0,7.112360044016549,12.660954134391645,0.003889766225697,0.0,0,9.750860719881778e-08,0,0,Standard
1,9.59022780927881,13.175283819269122,0.0277332698398101,13.175283819269122,0,0.4775234206195978,0,0,Review
0,9.137115701903982,11.901443241542768,0.0630121091696732,0.0,0,0.01572470087900361,0,0,Standard
1,9.66241676428141,13.251969857627463,0.0276089586808012,13.251969857627463,0,0.603853497402766,1,0,Review
1,9.31154225248515,12.84435637680332,0.0292200002979045,12.84435637680332,0,0.11040653997032326,0,0,Standard
1,8.930282494677218,13.490837532063017,0.01045488460776,13.490837532063017,0,0.018820757123688976,0,0,Standard
1,6.836259277277067,12.828268573941246,0.0024959613734679,12.828268573941246,0,3.134863233512694e-08,0,0,Standard
1,9.965302994456543,13.13223909161236,0.0421305932897989,13.13223909161236,1,0.9110638070894714,1,1,High
1,9.35217668309918,13.370820803895096,0.0179757915374277,13.370820803895096,0,0.18987276851429452,0,0,Standard
1,8.984292607514583,13.430042822893988,0.0117268509157582,13.430042822893988,0,0.024654692648204714,0,0,Standard
1,7.185417318151592,12.90178932210598,0.0032891459082719,12.90178932210598,0,2.754067970839402e-07,0,0,Standard
0,9.97512519021035,12.053404100132177,0.1251403176946379,0.0,1,0.8851210228270883,1,1,High
1,9.747453433483557,12.919490971065729,0.0419157539793948,12.919490971065729,0,0.6886874172252346,1,0,Review
0,9.54770078548008,12.54975993381127,0.0496812852918938,0.0,0,0.2590755217781594,0,0,Standard
1,9.277557801631962,12.972347231931508,0.0248504203733349,12.972347231931508,0,0.09802518633046425,0,0,Standard
0,9.50986109030149,12.535477250895765,0.0485244888410853,0.0,0,0.21192612386688678,0,0,Standard
1,9.978331539478786,12.85409682465251,0.0563705136244459,12.85409682465251,0,0.911170766018219,1,1,High
1,7.957443394502013,13.036272100629008,0.0062250323833519,13.036272100629008,0,3.323540195535151e-05,0,0,Standard
1,9.69524000285093,13.174324812536131,0.0308337783967146,13.174324812536131,0,0.6419722558525665,1,0,Review
0,9.555319182034072,12.31918791520854,0.0630431986968589,0.0,0,0.25049363525978735,0,0,Standard
0,9.599288489168469,11.890659462257531,0.1011215623570904,0.0,0,0.31168091929024455,0,0,Standard
1,8.085671540988292,12.926608702929958,0.0078972340853438,12.926608702929958,0,6.504458639879253e-05,0,0,Standard
0,9.067130291600163,12.077893987142907,0.0492486454337613,0.0,0,0.010555492671660643,0,0,Standard
1,9.549907813504698,13.236238698992778,0.0250620554654855,13.236238698992778,1,0.42399889686349485,0,0,Review
1,9.218574379303266,13.04948975697113,0.0216876476902115,13.04948975697113,0,0.07329120469960494,0,0,Standard
0,9.257670423080103,12.475062298177308,0.0400557343421389,0.0,0,0.0460997768338929,0,0,Standard
1,8.558695914188434,13.438280308109292,0.0075987248897262,13.438280308109292,0,0.0018877667868023034,0,0,Standard
1,8.890718959382909,13.46116826271251,0.0103518964081773,13.46116826271251,0,0.014436981325587666,0,0,Standard
1,8.54618484256674,13.003045194011404,0.0115964947671912,13.003045194011404,0,0.00116430227072687,0,0,Standard
1,9.901190917287185,12.995210955813596,0.0453172337180539,12.995210955813596,0,0.8636950093447872,1,1,High
1,9.011098876942595,12.894466446661,0.0205789388331879,12.894466446661,0,0.018714814017856202,0,0,Standard
1,8.879489108046908,13.144145299505515,0.0140547697122777,13.144145299505515,0,0.010190768350513807,0,0,Standard
1,9.47730940283042,12.877516197034527,0.0333638996627279,12.877516197034527,0,0.26952399633874013,0,0,Standard
1,9.29959589565059,13.046680837037682,0.0235842951193802,13.046680837037682,0,0.1163598990507926,0,0,Standard
1,8.77321740013753,13.191609699436643,0.0120517515864728,13.191609699436643,0,0.005543866081686524,0,0,Standard
1,9.066687068065123,12.444907954710825,0.0341042795025596,12.444907954710825,0,0.019797909543363263,0,0,Standard
0,8.568502085682109,12.249159337685755,0.0252017339841233,0.0,0,0.00046709676194343436,0,0,Standard
0,8.732859255876775,12.39732586269347,0.0256138081751889,0.0,0,0.0015190389987222851,0,0,Standard
1,9.183487026683324,13.1347390419842,0.0192286722622781,13.1347390419842,0,0.06340735261243954,0,0,Standard
1,9.139140781761162,13.6148108976382,0.0113813835660319,13.6148108976382,0,0.07176888138676095,0,0,Standard
1,8.139090300063884,13.066393565132875,0.0072439177361005,13.066393565132875,0,0.00010301353680258743,0,0,Standard
1,9.83407530741006,12.66718334967218,0.0588267565224859,12.66718334967218,1,0.7865555030904836,1,1,High
1,9.448194391838635,13.393662255230703,0.0193406694745786,13.393662255230703,0,0.30317891031711147,0,0,Standard
0,8.99797848902665,12.264664520362713,0.0381280524482113,0.0,0,0.007510657310868418,0,0,Standard
1,9.021269690995108,12.57427248202911,0.0286351541159946,12.57427248202911,0,0.01600017672616369,0,0,Standard
0,9.729436500635826,12.085177647738586,0.0948180950252899,0.0,0,0.5345762857227866,1,0,Review
1,8.88433872688868,13.118131314847188,0.0144953244853897,13.118131314847188,0,0.010267959962956187,0,0,Standard
0,9.111549341032603,12.336938964999966,0.0397360824221291,0.0,0,0.016515729161398342,0,0,Standard
1,8.945989335182958,13.30423229844084,0.0127992134027275,13.30423229844084,0,0.017537029615620117,0,0,Standard
1,9.125897330351496,12.951492870365964,0.0218031247054911,12.951492870365964,0,0.039388576070342615,0,0,Standard
1,7.880592682064311,12.571523488372517,0.0091747015214009,12.571523488372517,0,1.3297172761786546e-05,0,0,Standard
1,6.3431771992169,13.037939312253082,0.0012352027025086,13.037939312253082,0,2.0435852438654215e-09,0,0,Standard
0,9.145229954003453,12.563182175022924,0.0327761075979259,0.0,0,0.02413592908172858,0,0,Standard
1,7.614174001735322,13.440313709111363,0.0029479897490078,13.440313709111363,0,6.328712597412136e-06,0,0,Standard
1,9.835887282358268,13.221962745475084,0.0338394786386172,13.221962745475084,0,0.8207560498783703,1,1,High
1,10.029869951894865,12.93213531843572,0.0548964271210313,12.93213531843572,1,0.9368217425843554,1,1,High
0,9.019905995071678,12.675918637351783,0.0258322775386143,0.0,0,0.012025371226552124,0,0,Standard
1,8.59879529797969,13.0813126900692,0.0113028581345145,13.0813126900692,0,0.0017253661487699346,0,0,Standard
1,8.838534386160072,12.846853429818852,0.0181613157556977,12.846853429818852,0,0.006194189825535375,0,0,Standard
1,8.834488433563665,13.172462475022677,0.0130610890168332,13.172462475022677,0,0.007929657313199726,0,0,Standard
1,9.338050855935702,12.674272273543744,0.0355680931922586,12.674272273543744,0,0.1178732507825842,0,0,Standard
1,8.746385611381799,13.175230324949998,0.0119263878872644,13.175230324949998,0,0.004636365821962369,0,0,Standard
1,9.529326325075832,13.19576483146148,0.0255655550555062,13.19576483146148,0,0.3857981916881653,0,0,Review
1,9.891431165502716,13.06509547051141,0.0418479363089764,13.06509547051141,0,0.8592486101422016,1,1,High
1,9.588461689558772,13.169007545332008,0.0278586306207169,13.169007545332008,0,0.4736939243538728,0,0,Review
1,9.562390638560714,13.379736437277147,0.0219845668303742,13.379736437277147,0,0.46881385257245506,0,0,Review
1,9.740606204431488,13.090782634016788,0.0350761729625615,13.090782634016788,0,0.6965237060143611,1,0,Review
1,8.553386248919175,13.23550833154808,0.0092575744229125,13.23550833154808,0,0.0015070423709496587,0,0,Standard
0,8.740874198275337,12.219220433322649,0.0308536189625727,0.0,0,0.0013708086671021676,0,0,Standard
0,9.178333575841096,12.1630659746748,0.0505480739116818,0.0,0,0.023079232729126393,0,0,Standard
1,9.13844472006715,12.912585999473167,0.022954385470511,12.912585999473167,0,0.04135475672271631,0,0,Standard
1,9.333297554175145,12.598795447513648,0.0381746746191161,12.598795447513648,0,0.11088757587420127,0,0,Standard
0,9.624839219378623,12.65402862680562,0.0483517781045716,0.0,0,0.3833419595831632,0,0,Review
1,8.718244905190783,13.070140472115057,0.0128802899474972,13.070140472115057,0,0.003554748491574089,0,0,Standard
1,9.721586707230683,13.07421645431099,0.0349901871134751,13.07421645431099,0,0.6677663305528295,1,0,Review
0,10.000383746681797,12.33419634289143,0.0969215315434675,0.0,1,0.8921797515022543,1,1,High
1,7.765891336207424,13.129689992094775,0.0046811067501044,13.129689992094775,0,1.1463727805936703e-05,0,0,Standard
1,9.69200573807119,13.095168937853137,0.0332658836585591,13.095168937853137,0,0.6265023944470528,1,0,Review
1,8.979693742840823,13.157511269408465,0.0153300312903177,13.157511269408465,0,0.01899941862950164,0,0,Standard
1,9.062869995817566,12.439313210008482,0.0341649453281994,12.439313210008482,0,0.019264395579366395,0,0,Standard
